Step = 10

Collision time:           2.781 sec
Topology time:            1.521 sec
Remesh time:              0.009 sec
Output time:              4.591 sec

Total time:            1049.075 sec

--------------------------------------------------
Step = 250

Force time:             925.675 sec
Mobility time:          119.416 sec
Integration time:       894.702 sec
Cross-slip time:          0.016 sec
Collision time:           2.897 sec
Topology time:            1.584 sec
Remesh time:              0.010 sec
Output time:              4.781 sec

Total time:            1092.022 sec

--------------------------------------------------
Step = 260

Force time:             958.831 sec
Mobility time:          123.334 sec
Integration time:       926.224 sec
Cross-slip time:          0.017 sec
Collision time:           3.013 sec
Topology time:            1.647 sec
Remesh time:              0.010 sec
Output time:              4.972 sec

Total time:            1130.964 sec

--------------------------------------------------
Step = 270

Force time:             993.287 sec
Mobility time:          127.093 sec
Integration time:       958.440 sec
Cross-slip time:          0.017 sec
Collision time:           3.129 sec
Topology time:            1.710 sec
Remesh time:              0.010 sec
Output time:              5.163 sec

Total time:            1171.052 sec

--------------------------------------------------
Step = 280

Force time:            1033.964 sec
Mobility time:          132.819 sec
Integration time:       998.462 sec
Cross-slip time:          0.018 sec
Collision time:           3.245 sec
Topology time:            1.773 sec
Remesh time:              0.011 sec
Output time:              5.355 sec

Total time:            1219.312 sec

--------------------------------------------------
Step = 290

Force time:            1071.135 sec
Mobility time:          136.999 sec
Integration time:      1034.790 sec
Cross-slip time:          0.019 sec
Collision time:           3.360 sec
Topology time:            1.837 sec
Remesh time:              0.011 sec
Output time:              5.546 sec

Total time:            1262.419 sec

--------------------------------------------------
Step = 300

Force time:            1103.754 sec
Mobility time:          141.571 sec
Integration time:      1066.008 sec
Cross-slip time:          0.019 sec
Collision time:           3.476 sec
Topology time:            1.900 sec
Remesh time:              0.011 sec
Output time:              5.737 sec

Total time:            1301.364 sec

--------------------------------------------------
Step = 310

Force time:            1137.909 sec
Mobility time:          145.158 sec
Integration time:      1098.094 sec
Cross-slip time:          0.020 sec
Collision time:           3.591 sec
Topology time:            1.962 sec
Remesh time:              0.012 sec
Output time:              5.927 sec

Total time:            1341.111 sec

--------------------------------------------------
Step = 320

Force time:            1173.114 sec
Mobility time:          150.113 sec
Integration time:      1132.936 sec
Cross-slip time:          0.020 sec
Collision time:           3.706 sec
Topology time:            2.025 sec
Remesh time:              0.012 sec
Output time:              6.117 sec

Total time:            1383.252 sec

--------------------------------------------------
Step = 330

Force time:            1210.973 sec
Mobility time:          154.938 sec
Integration time:      1169.883 sec
Cross-slip time:          0.021 sec
Collision time:           3.821 sec
Topology time:            2.088 sec
Remesh time:              0.013 sec
Output time:              6.308 sec

Total time:            1427.919 sec

--------------------------------------------------
Step = 340

Force time:            1250.118 sec
Mobility time:          160.230 sec
Integration time:      1207.491 sec
Cross-slip time:          0.022 sec
Collision time:           3.936 sec
Topology time:            2.151 sec
Remesh time:              0.013 sec
Output time:              6.499 sec

Total time:            1474.194 sec

--------------------------------------------------
Step = 350

Force time:            1286.595 sec
Mobility time:          165.170 sec
Integration time:      1242.512 sec
Cross-slip time:          0.022 sec
Collision time:           4.051 sec
Topology time:            2.214 sec
Remesh time:              0.013 sec
Output time:              6.685 sec

Total time:            1517.600 sec

--------------------------------------------------
Step = 360

Force time:            1327.661 sec
Mobility time:          170.963 sec
Integration time:      1282.784 sec
Cross-slip time:          0.023 sec
Collision time:           4.166 sec
Topology time:            2.277 sec
Remesh time:              0.014 sec
Output time:              6.876 sec

Total time:            1566.500 sec

--------------------------------------------------
Step = 370

Force time:            1367.930 sec
Mobility time:          176.332 sec
Integration time:      1323.036 sec
Cross-slip time:          0.024 sec
Collision time:           4.281 sec
Topology time:            2.339 sec
Remesh time:              0.014 sec
Output time:              7.068 sec

Total time:            1614.261 sec

--------------------------------------------------
Step = 380

Force time:            1405.643 sec
Mobility time:          181.619 sec
Integration time:      1360.342 sec
Cross-slip time:          0.024 sec
Collision time:           4.397 sec
Topology time:            2.402 sec
Remesh time:              0.014 sec
Output time:              7.258 sec

Total time:            1659.299 sec

--------------------------------------------------
Step = 390

Force time:            1441.399 sec
Mobility time:          185.527 sec
Integration time:      1393.168 sec
Cross-slip time:          0.025 sec
Collision time:           4.512 sec
Topology time:            2.465 sec
Remesh time:              0.015 sec
Output time:              7.449 sec

Total time:            1700.886 sec

--------------------------------------------------
Step = 400

Force time:            1478.514 sec
Mobility time:          191.066 sec
Integration time:      1430.255 sec
Cross-slip time:          0.026 sec
Collision time:           4.627 sec
Topology time:            2.529 sec
Remesh time:              0.015 sec
Output time:              7.639 sec

Total time:            1745.579 sec

--------------------------------------------------
Step = 410

Force time:            1520.833 sec
Mobility time:          196.279 sec
Integration time:      1472.486 sec
Cross-slip time:          0.026 sec
Collision time:           4.743 sec
Topology time:            2.591 sec
Remesh time:              0.016 sec
Output time:              7.829 sec

Total time:            1795.411 sec

--------------------------------------------------
Step = 420

Force time:            1559.527 sec
Mobility time:          201.089 sec
Integration time:      1509.763 sec
Cross-slip time:          0.027 sec
Collision time:           4.858 sec
Topology time:            2.655 sec
Remesh time:              0.016 sec
Output time:              8.020 sec

Total time:            1840.804 sec

--------------------------------------------------
Step = 430

Force time:            1593.418 sec
Mobility time:          205.118 sec
Integration time:      1541.864 sec
Cross-slip time:          0.027 sec
Collision time:           4.974 sec
Topology time:            2.718 sec
Remesh time:              0.016 sec
Output time:              8.210 sec

Total time:            1880.605 sec

--------------------------------------------------
Step = 440

Force time:            1634.321 sec
Mobility time:          210.886 sec
Integration time:      1581.803 sec
Cross-slip time:          0.028 sec
Collision time:           5.089 sec
Topology time:            2.782 sec
Remesh time:              0.017 sec
Output time:              8.400 sec

Total time:            1929.225 sec

--------------------------------------------------
Step = 450

Force time:            1673.457 sec
Mobility time:          215.934 sec
Integration time:      1619.076 sec
Cross-slip time:          0.029 sec
Collision time:           5.205 sec
Topology time:            2.845 sec
Remesh time:              0.017 sec
Output time:              8.592 sec

Total time:            1975.233 sec

--------------------------------------------------
Step = 460

Force time:            1710.710 sec
Mobility time:          221.712 sec
Integration time:      1656.143 sec
Cross-slip time:          0.029 sec
Collision time:           5.320 sec
Topology time:            2.908 sec
Remesh time:              0.017 sec
Output time:              8.783 sec

Total time:            2020.190 sec

--------------------------------------------------
Step = 470

Force time:            1742.778 sec
Mobility time:          225.558 sec
Integration time:      1685.907 sec
Cross-slip time:          0.030 sec
Collision time:           5.435 sec
Topology time:            2.971 sec
Remesh time:              0.018 sec
Output time:              8.974 sec

Total time:            2058.123 sec

--------------------------------------------------
Step = 480

Force time:            1782.643 sec
Mobility time:          230.221 sec
Integration time:      1724.864 sec
Cross-slip time:          0.031 sec
Collision time:           5.550 sec
Topology time:            3.034 sec
Remesh time:              0.018 sec
Output time:              9.165 sec

Total time:            2104.465 sec

--------------------------------------------------
Step = 490

Force time:            1820.888 sec
Mobility time:          235.925 sec
Integration time:      1762.865 sec
Cross-slip time:          0.031 sec
Collision time:           5.665 sec
Topology time:            3.097 sec
Remesh time:              0.019 sec
Output time:              9.356 sec

Total time:            2150.354 sec

--------------------------------------------------
Step = 500

Force time:            1856.802 sec
Mobility time:          241.494 sec
Integration time:      1798.531 sec
Cross-slip time:          0.032 sec
Collision time:           5.780 sec
Topology time:            3.160 sec
Remesh time:              0.019 sec
Output time:              9.546 sec

Total time:            2193.640 sec

--------------------------------------------------
Step = 510

Force time:            1896.073 sec
Mobility time:          246.092 sec
Integration time:      1835.216 sec
Cross-slip time:          0.032 sec
Collision time:           5.896 sec
Topology time:            3.222 sec
Remesh time:              0.019 sec
Output time:              9.737 sec

Total time:            2239.732 sec

--------------------------------------------------
Step = 520

Force time:            1934.620 sec
Mobility time:          251.209 sec
Integration time:      1872.991 sec
Cross-slip time:          0.033 sec
Collision time:           6.011 sec
Topology time:            3.285 sec
Remesh time:              0.020 sec
Output time:              9.927 sec

Total time:            2285.365 sec

--------------------------------------------------
Step = 530

Force time:            1970.046 sec
Mobility time:          255.897 sec
Integration time:      1906.815 sec
Cross-slip time:          0.034 sec
Collision time:           6.127 sec
Topology time:            3.347 sec
Remesh time:              0.020 sec
Output time:             10.117 sec

Total time:            2327.346 sec

--------------------------------------------------
Step = 540

Force time:            2010.053 sec
Mobility time:          260.832 sec
Integration time:      1945.670 sec
Cross-slip time:          0.034 sec
Collision time:           6.242 sec
Topology time:            3.410 sec
Remesh time:              0.020 sec
Output time:             10.309 sec

Total time:            2374.328 sec

--------------------------------------------------
Step = 550

Force time:            2041.450 sec
Mobility time:          263.832 sec
Integration time:      1975.150 sec
Cross-slip time:          0.035 sec
Collision time:           6.359 sec
Topology time:            3.472 sec
Remesh time:              0.021 sec
Output time:             10.499 sec

Total time:            2410.598 sec

--------------------------------------------------
Step = 560

Force time:            2076.036 sec
Mobility time:          267.867 sec
Integration time:      2007.864 sec
Cross-slip time:          0.036 sec
Collision time:           6.475 sec
Topology time:            3.535 sec
Remesh time:              0.021 sec
Output time:             10.689 sec

Total time:            2451.201 sec

--------------------------------------------------
Step = 570

Force time:            2116.249 sec
Mobility time:          273.182 sec
Integration time:      2046.427 sec
Cross-slip time:          0.036 sec
Collision time:           6.590 sec
Topology time:            3.597 sec
Remesh time:              0.022 sec
Output time:             10.881 sec

Total time:            2498.770 sec

--------------------------------------------------
Step = 580

Force time:            2151.547 sec
Mobility time:          276.987 sec
Integration time:      2079.265 sec
Cross-slip time:          0.037 sec
Collision time:           6.705 sec
Topology time:            3.660 sec
Remesh time:              0.022 sec
Output time:             11.072 sec

Total time:            2539.765 sec

--------------------------------------------------
Step = 590

Force time:            2191.973 sec
Mobility time:          281.274 sec
Integration time:      2118.587 sec
Cross-slip time:          0.038 sec
Collision time:           6.821 sec
Topology time:            3.723 sec
Remesh time:              0.022 sec
Output time:             11.264 sec

Total time:            2586.265 sec

--------------------------------------------------
Step = 600

Force time:            2226.207 sec
Mobility time:          285.864 sec
Integration time:      2151.386 sec
Cross-slip time:          0.038 sec
Collision time:           6.936 sec
Topology time:            3.785 sec
Remesh time:              0.023 sec
Output time:             11.454 sec

Total time:            2626.840 sec

--------------------------------------------------
Step = 610

Force time:            2261.097 sec
Mobility time:          289.384 sec
Integration time:      2184.378 sec
Cross-slip time:          0.039 sec
Collision time:           7.051 sec
Topology time:            3.848 sec
Remesh time:              0.023 sec
Output time:             11.646 sec

Total time:            2667.147 sec

--------------------------------------------------
Step = 620

Force time:            2301.278 sec
Mobility time:          294.808 sec
Integration time:      2223.564 sec
Cross-slip time:          0.039 sec
Collision time:           7.167 sec
Topology time:            3.911 sec
Remesh time:              0.023 sec
Output time:             11.836 sec

Total time:            2714.826 sec

--------------------------------------------------
Step = 630

Force time:            2338.453 sec
Mobility time:          299.365 sec
Integration time:      2259.738 sec
Cross-slip time:          0.040 sec
Collision time:           7.283 sec
Topology time:            3.974 sec
Remesh time:              0.024 sec
Output time:             12.028 sec

Total time:            2758.332 sec

--------------------------------------------------
Step = 640

Force time:            2372.409 sec
Mobility time:          303.046 sec
Integration time:      2291.830 sec
Cross-slip time:          0.041 sec
Collision time:           7.398 sec
Topology time:            4.037 sec
Remesh time:              0.024 sec
Output time:             12.218 sec

Total time:            2797.757 sec

--------------------------------------------------
Step = 650

Force time:            2410.938 sec
Mobility time:          307.630 sec
Integration time:      2329.190 sec
Cross-slip time:          0.041 sec
Collision time:           7.515 sec
Topology time:            4.100 sec
Remesh time:              0.025 sec
Output time:             12.408 sec

Total time:            2842.684 sec

--------------------------------------------------
Step = 660

Force time:            2448.231 sec
Mobility time:          312.325 sec
Integration time:      2364.145 sec
Cross-slip time:          0.042 sec
Collision time:           7.630 sec
Topology time:            4.162 sec
Remesh time:              0.025 sec
Output time:             12.600 sec

Total time:            2886.531 sec

--------------------------------------------------
Step = 670

Force time:            2485.683 sec
Mobility time:          317.037 sec
Integration time:      2399.864 sec
Cross-slip time:          0.043 sec
Collision time:           7.745 sec
Topology time:            4.225 sec
Remesh time:              0.025 sec
Output time:             12.790 sec

Total time:            2930.557 sec

--------------------------------------------------
Step = 680

Force time:            2522.317 sec
Mobility time:          320.506 sec
Integration time:      2433.977 sec
Cross-slip time:          0.043 sec
Collision time:           7.860 sec
Topology time:            4.286 sec
Remesh time:              0.026 sec
Output time:             12.980 sec

Total time:            2972.774 sec

--------------------------------------------------
Step = 690

Force time:            2561.442 sec
Mobility time:          326.675 sec
Integration time:      2473.303 sec
Cross-slip time:          0.044 sec
Collision time:           7.975 sec
Topology time:            4.349 sec
Remesh time:              0.026 sec
Output time:             13.171 sec

Total time:            3019.963 sec

--------------------------------------------------
Step = 700

Force time:            2599.379 sec
Mobility time:          331.707 sec
Integration time:      2509.038 sec
Cross-slip time:          0.045 sec
Collision time:           8.089 sec
Topology time:            4.411 sec
Remesh time:              0.026 sec
Output time:             13.361 sec

Total time:            3064.693 sec

--------------------------------------------------
Step = 710

Force time:            2639.696 sec
Mobility time:          337.747 sec
Integration time:      2549.176 sec
Cross-slip time:          0.045 sec
Collision time:           8.205 sec
Topology time:            4.473 sec
Remesh time:              0.027 sec
Output time:             13.551 sec

Total time:            3112.901 sec

--------------------------------------------------
Step = 720

Force time:            2674.118 sec
Mobility time:          341.998 sec
Integration time:      2581.300 sec
Cross-slip time:          0.046 sec
Collision time:           8.320 sec
Topology time:            4.536 sec
Remesh time:              0.027 sec
Output time:             13.742 sec

Total time:            3153.322 sec

--------------------------------------------------
Step = 730

Force time:            2709.835 sec
Mobility time:          346.673 sec
Integration time:      2616.012 sec
Cross-slip time:          0.046 sec
Collision time:           8.435 sec
Topology time:            4.598 sec
Remesh time:              0.028 sec
Output time:             13.933 sec

Total time:            3195.575 sec

--------------------------------------------------
Step = 740

Force time:            2743.363 sec
Mobility time:          350.847 sec
Integration time:      2648.277 sec
Cross-slip time:          0.047 sec
Collision time:           8.551 sec
Topology time:            4.661 sec
Remesh time:              0.028 sec
Output time:             14.123 sec

Total time:            3235.058 sec

--------------------------------------------------
Step = 750

Force time:            2777.569 sec
Mobility time:          355.143 sec
Integration time:      2679.610 sec
Cross-slip time:          0.048 sec
Collision time:           8.666 sec
Topology time:            4.724 sec
Remesh time:              0.028 sec
Output time:             14.315 sec

Total time:            3275.404 sec

--------------------------------------------------
Step = 760

Force time:            2817.465 sec
Mobility time:          360.949 sec
Integration time:      2718.731 sec
Cross-slip time:          0.048 sec
Collision time:           8.781 sec
Topology time:            4.786 sec
Remesh time:              0.029 sec
Output time:             14.505 sec

Total time:            3322.888 sec

--------------------------------------------------
Step = 770

Force time:            2855.238 sec
Mobility time:          366.555 sec
Integration time:      2755.384 sec
Cross-slip time:          0.049 sec
Collision time:           8.897 sec
Topology time:            4.849 sec
Remesh time:              0.029 sec
Output time:             14.696 sec

Total time:            3368.134 sec

--------------------------------------------------
Step = 780

Force time:            2894.486 sec
Mobility time:          372.516 sec
Integration time:      2793.453 sec
Cross-slip time:          0.050 sec
Collision time:           9.012 sec
Topology time:            4.912 sec
Remesh time:              0.029 sec
Output time:             14.886 sec

Total time:            3415.471 sec

--------------------------------------------------
Step = 790

Force time:            2932.219 sec
Mobility time:          377.775 sec
Integration time:      2830.984 sec
Cross-slip time:          0.050 sec
Collision time:           9.127 sec
Topology time:            4.974 sec
Remesh time:              0.030 sec
Output time:             15.078 sec

Total time:            3460.219 sec

--------------------------------------------------
Step = 800

Force time:            2967.279 sec
Mobility time:          381.824 sec
Integration time:      2863.731 sec
Cross-slip time:          0.051 sec
Collision time:           9.243 sec
Topology time:            5.037 sec
Remesh time:              0.030 sec
Output time:             15.269 sec

Total time:            3501.073 sec

--------------------------------------------------
Step = 810

Force time:            3004.569 sec
Mobility time:          386.723 sec
Integration time:      2898.903 sec
Cross-slip time:          0.051 sec
Collision time:           9.359 sec
Topology time:            5.100 sec
Remesh time:              0.030 sec
Output time:             15.461 sec

Total time:            3545.142 sec

--------------------------------------------------
Step = 820

Force time:            3037.891 sec
Mobility time:          390.724 sec
Integration time:      2930.654 sec
Cross-slip time:          0.052 sec
Collision time:           9.474 sec
Topology time:            5.162 sec
Remesh time:              0.031 sec
Output time:             15.652 sec

Total time:            3584.273 sec

--------------------------------------------------
Step = 830

Force time:            3077.320 sec
Mobility time:          395.867 sec
Integration time:      2969.601 sec
Cross-slip time:          0.053 sec
Collision time:           9.589 sec
Topology time:            5.225 sec
Remesh time:              0.031 sec
Output time:             15.844 sec

Total time:            3630.790 sec

--------------------------------------------------
Step = 840

Force time:            3110.959 sec
Mobility time:          400.099 sec
Integration time:      3001.824 sec
Cross-slip time:          0.053 sec
Collision time:           9.703 sec
Topology time:            5.287 sec
Remesh time:              0.032 sec
Output time:             16.034 sec

Total time:            3670.417 sec

--------------------------------------------------
Step = 850

Force time:            3147.183 sec
Mobility time:          405.465 sec
Integration time:      3037.804 sec
Cross-slip time:          0.054 sec
Collision time:           9.818 sec
Topology time:            5.349 sec
Remesh time:              0.032 sec
Output time:             16.225 sec

Total time:            3713.815 sec

--------------------------------------------------
Step = 860

Force time:            3182.199 sec
Mobility time:          410.006 sec
Integration time:      3071.791 sec
Cross-slip time:          0.055 sec
Collision time:           9.934 sec
Topology time:            5.411 sec
Remesh time:              0.032 sec
Output time:             16.415 sec

Total time:            3755.189 sec

--------------------------------------------------
Step = 870

Force time:            3216.703 sec
Mobility time:          415.027 sec
Integration time:      3104.813 sec
Cross-slip time:          0.055 sec
Collision time:          10.049 sec
Topology time:            5.473 sec
Remesh time:              0.033 sec
Output time:             16.605 sec

Total time:            3796.565 sec

--------------------------------------------------
Step = 880

Force time:            3253.057 sec
Mobility time:          419.298 sec
Integration time:      3139.829 sec
Cross-slip time:          0.056 sec
Collision time:          10.164 sec
Topology time:            5.536 sec
Remesh time:              0.033 sec
Output time:             16.797 sec

Total time:            3839.016 sec

--------------------------------------------------
Step = 890

Force time:            3287.834 sec
Mobility time:          423.122 sec
Integration time:      3172.292 sec
Cross-slip time:          0.057 sec
Collision time:          10.279 sec
Topology time:            5.598 sec
Remesh time:              0.033 sec
Output time:             16.981 sec

Total time:            3879.416 sec

--------------------------------------------------
Step = 900

Force time:            3324.236 sec
Mobility time:          427.493 sec
Integration time:      3207.063 sec
Cross-slip time:          0.057 sec
Collision time:          10.394 sec
Topology time:            5.660 sec
Remesh time:              0.034 sec
Output time:             17.173 sec

Total time:            3922.270 sec

--------------------------------------------------
Step = 910

Force time:            3364.921 sec
Mobility time:          433.015 sec
Integration time:      3246.709 sec
Cross-slip time:          0.058 sec
Collision time:          10.509 sec
Topology time:            5.722 sec
Remesh time:              0.034 sec
Output time:             17.363 sec

Total time:            3970.319 sec

--------------------------------------------------
Step = 920

Force time:            3397.297 sec
Mobility time:          437.235 sec
Integration time:      3277.992 sec
Cross-slip time:          0.058 sec
Collision time:          10.625 sec
Topology time:            5.785 sec
Remesh time:              0.035 sec
Output time:             17.555 sec

Total time:            4008.700 sec

--------------------------------------------------
Step = 930

Force time:            3434.896 sec
Mobility time:          442.629 sec
Integration time:      3314.915 sec
Cross-slip time:          0.059 sec
Collision time:          10.739 sec
Topology time:            5.847 sec
Remesh time:              0.035 sec
Output time:             17.745 sec

Total time:            4053.565 sec

--------------------------------------------------
Step = 940

Force time:            3472.908 sec
Mobility time:          448.670 sec
Integration time:      3353.038 sec
Cross-slip time:          0.060 sec
Collision time:          10.856 sec
Topology time:            5.910 sec
Remesh time:              0.035 sec
Output time:             17.935 sec

Total time:            4099.416 sec

--------------------------------------------------
Step = 950

Force time:            3511.030 sec
Mobility time:          453.537 sec
Integration time:      3389.707 sec
Cross-slip time:          0.060 sec
Collision time:          10.971 sec
Topology time:            5.972 sec
Remesh time:              0.036 sec
Output time:             18.127 sec

Total time:            4144.393 sec

--------------------------------------------------
Step = 960

Force time:            3550.012 sec
Mobility time:          458.579 sec
Integration time:      3427.722 sec
Cross-slip time:          0.061 sec
Collision time:          11.085 sec
Topology time:            6.033 sec
Remesh time:              0.036 sec
Output time:             18.318 sec

Total time:            4190.196 sec

--------------------------------------------------
Step = 970

Force time:            3584.577 sec
Mobility time:          462.936 sec
Integration time:      3461.225 sec
Cross-slip time:          0.062 sec
Collision time:          11.200 sec
Topology time:            6.096 sec
Remesh time:              0.036 sec
Output time:             18.508 sec

Total time:            4230.902 sec

--------------------------------------------------
Step = 980

Force time:            3619.087 sec
Mobility time:          467.122 sec
Integration time:      3493.863 sec
Cross-slip time:          0.062 sec
Collision time:          11.314 sec
Topology time:            6.157 sec
Remesh time:              0.037 sec
Output time:             18.700 sec

Total time:            4271.486 sec

--------------------------------------------------
Step = 990

Force time:            3658.891 sec
Mobility time:          472.965 sec
Integration time:      3533.095 sec
Cross-slip time:          0.063 sec
Collision time:          11.430 sec
Topology time:            6.219 sec
Remesh time:              0.037 sec
Output time:             18.890 sec

Total time:            4319.033 sec

--------------------------------------------------
Step = 1000

Force time:            3697.410 sec
Mobility time:          477.820 sec
Integration time:      3570.491 sec
Cross-slip time:          0.063 sec
Collision time:          11.544 sec
Topology time:            6.281 sec
Remesh time:              0.037 sec
